ticket_id,org_id,date,transcript,issue_type,priority,is_repeating_issue,was_issue_resolved,resolution_time,sentiment
TICK_39,ORG_3,15/01/2024,"Agent: Global Trade Manufacturing support, how can I help? Representative: This is Michael from finance. I'm calling about our existing line of credit. We're looking to potentially increase it to support a new machinery purchase. Agent: I understand. I can connect you with our commercial lending department. They can discuss your options and requirements. Representative: That would be excellent. Thank you.",Loan Application,Medium,False,True,1 hour,0.7
TICK_40,ORG_3,22/01/2024,"Agent: Hello. Representative: Hi, this is Emily from Global Trade Manufacturing. We have a new Head of Finance starting next week and we need to update the authorized signatories on our accounts. Can you guide me on the process? Agent. Yes, you will need to submit a formal request with an authorized signatory's signature, along with the new hire's identification and onboarding documents. I can email you the required forms and further instructions, what's your email?. Representative: It's emily.finance@gtm.com Agent: Received, will get this to you shortly. Representative: Great, thanks.",Account Management,Medium,False,True,24 hours,0.6
TICK_41,ORG_3,05/02/2024,"Agent: Thank you for calling. Representative: Hi, this is David from Global Trade. We received an email about potential fraudulent activity on one of our corporate cards. Agent: I'm very sorry to hear that. Let me connect you immediately to our fraud department. Please hold. Representative: Thank you.",Fraud Alert,High,False,True,6 hours,-0.5
TICK_42,ORG_3,19/02/2024,"Agent: Global Trade Support. Representative: Hello, this is Lisa. I'm having trouble accessing the online banking portal. It keeps saying my password is incorrect, but I'm sure I'm entering it correctly.  Agent: Okay, I can assist you with resetting your password. For security, can I verify your user ID and date of birth associated with the account? Representative: Sure, my ID is ... and date or birth is ... ",Technical Support,Medium,False,True,30 minutes,0.1
TICK_43,ORG_3,01/03/2024,"Agent: Good morning. Representative: Good morning, this is Robert from Global Trade Manufacturing. We're experiencing issues with a batch payment file upload today. It's giving us an error message. Agent: Can you please provide the error message and the file name? Representative: The error message is 'Invalid File Format' and the file name is 'Payroll_03012024'. Agent: We have identified this as a known issue and the fix is being implemented. Representative: I see.",Payment Processing Issue,High,True,True,4 hours,-0.2
TICK_44,ORG_3,10/03/2024,"Agent: Hello, how can I assist you? Representative: This is Susan from Global Trade's accounts payable.  We made a duplicate payment to one of our vendors. Transaction ID is XYZ98765432. Can you help us reverse one of them? Agent: Let me look into that for you.  Can I confirm the vendor's name and the amount of both transactions? Representative: The vendor is Sterling Steel, ...",Payment Processing Issue,High,False,True,2 days,-0.3
TICK_45,ORG_3,22/03/2024,"Agent: Corporate Banking Support. Representative: Hi, This is Tom from Global Trade. I need to order some new checkbooks for our operating account. Agent: Certainly. I can place that order for you. Can I confirm the account number and the quantity of checkbooks you require? Representative: Yes, the account number is... and we need five checkbooks.",Account Management,Low,False,True,1 hour,0.5
TICK_46,ORG_3,08/04/2024,"Agent: Thank you for calling. Representative: Hi, this is Jennifer from Global Trade Manufacturing. I'm calling to inquire about the current interest rates on your commercial loans. We're exploring financing options for a new project. Agent: I can connect you with a loan specialist who can provide you with detailed information and answer your questions. Representative: That would be perfect.",Loan Application,Medium,False,True,30 minutes,0.6
TICK_47,ORG_3,18/04/2024,"Agent: Good afternoon. Representative: Afternoon, this is Alex from Global Trade. We're not receiving our monthly account statements by mail anymore.  Agent: I apologize for the inconvenience. Let me check the mailing address we have on file. Can you confirm your current mailing address? Representative: Yes, it's 123 Main Street, Anytown, Ohio, 44123.",Account Management,Low,True,True,1 day,0.3
TICK_48,ORG_3,29/04/2024,Agent: Global Trade Support. Representative: This is Mark from IT. We're implementing a new accounting software and need information about your bank's API capabilities for transaction downloads. Agent: I can direct you to our technical support team specializing in API integrations. They can provide you with the necessary documentation and support. Representative: Thank you.,Technical Support,Medium,False,True,1 hour,0.4
TICK_49,ORG_3,04/05/2024,"Agent: Banking support Representative: Good day I am John from Global and the monthly PDF statement provided is returning a 'corrupt file' error. This is needed urgently. Agent: My apologies. What is your account number and when did you try and open the file? Representative: Account is ***********, I tried an hour go, when I received it. Agent: The issue is the file generator. Files are being regenerated now.",Technical Support,High,True,True,2 hours,-0.5
TICK_50,ORG_3,06/05/2024,"Agent: Corporate Banking Support. Representative: Hi, my name is Alice, and our CFO requires multi-factor authentication for all online access. How do we set this up currently? Agent: Okay, I can walk you through the setup, firstly let's login to your settings online and... ",Account Management,Medium,False,True,1 Hour,0.7
TICK_51,ORG_3,10/05/2024,"Agent: Good morning. Representative: Hi, This is Mary from Global Trade. I want to schedule a call to go through new features I heard being rolled out to your online banking. Agent. Certainly, let me check our system. What time would be best for you?. Representative: Any time next week would be great. On May 13 particularly. Agent: I'll put you in with our representative, Chris",General Inquiry,Low,False,True,5 minutes,0.7
TICK_52,ORG_3,15/05/2024,"Agent: Hello, Global Banking Support speaking. Representative: Good day, I'm calling from Global Trade. I would like to know which of our employees initiated a large international wire transfer last week. Agent: For security reasons, I cannot provide that via phone. Please submit a request in writing via secure electronic transfer. Representative: Understood.",Account Management,Medium,False,True,4 hours,0.3
TICK_53,ORG_3,16/06/2024,"Agent: Corporate Support. Representative: This is Peter from Global Trade. We are disputing a transaction on our latest statement. Agent: I can help with. Can you provide the Transaction ID, amount, and name of merchant? Representative: Yes, the transaction ID is... the amount is... ",Payment Processing Issue,Medium,False,False,Not Resolved,-0.5
TICK_54,ORG_3,20/06/2024,"Agent: This is the corporate banking helpline. Representative: This is Zhang Wei, new head of finance. Could you explain our current overdraft arrangements? Agent: Certainly, I can go over that with you. Can I take your details to access your account please? Representative: Yes, my details are... ",General Inquiry,Medium,False,True,1 hour,0.6
TICK_55,ORG_3,23/06/2024,"Agent: Global Trade account management. Representative: Agent: Can you confirm your username and other details for security purposes? Representative: My username is 'example', my staff id is 12345. The banking page seems to be down. Agent: We are experiencing some issues with online systems. I'm afraid the system needs rebooting.",Technical Support,Critical,True,True,30 minutes,-0.8
TICK_56,ORG_3,03/07/2024,"Agent: Account support. Representative: Hi, this is Michelle Lee; our payment run on the first of the month failed. Agent: We are getting a lot of calls about that, as we've updated our system, and it is causing issues. Representative: Okay do not process any until I confirm with you. This is important. Agent: Understood.",Payment Processing Issue,Critical,True,True,6 hours,-0.9
TICK_57,ORG_3,15/07/2024,"Agent: Hello, how can I help? Representative: Hi there. Two-factor authentication is failing. Agent: Okay can you unlock the 2fa via your secondary security measure? Representative: I have done, but I can't access the account system still. Agent: This may be related to some system issues. I'll forward you to Technical Support.",Technical Support,High,True,True,3 hours,-0.7
TICK_58,ORG_3,29/07/2024,"Agent: Thank you for calling. Representative: Can you confirm the exchange rates used for a recent international payment? Agent: Please give me the transaction number and date and I will track that for you. Representative: Sure, the number is...",General Inquiry,Low,False,True,30 minutes,0.5
TICK_59,ORG_3,01/08/2024,"Agent: Corporate help desk. Representative: I'm having problems sending multiple, separate wire payments. Is there an easier way to pay vendors. Agent: Yes. We can set you up with Bulk Payments. Would you like to set this up? Representative: Yes please.",Account Management,Medium,False,True,24 hours,0.7
TICK_60,ORG_3,03/08/2024,"Agent: Thank you for calling. Representative: Hello, this is the procurement department, we need to raise our daily credit card limits. Agent: I'll forward you to the cards department, please hold. Representative: Thank you.",Account Management,Medium,False,True,1 hour,0.4
TICK_61,ORG_3,10/08/2024,"Agent: Global Trade Banking support. Representative: Hi, can I get a copy of my contract for the loan taken on 'so and so date'? Agent: I can do that. Representative: What's your email? I'll send you our details. Agent: You can submit supporting details to documents@bank.com.",Loan Application,Low,False,True,30 minutes,0.6
TICK_62,ORG_3,02/09/2024,"Agent: Banking Support, how can I assist? Representative: Good day, I'd like to set up regular reports of failed payments. Agent: Yes, we can absolutely set up custom reporting schedules. Let me take your information. Representative: Excellent.",Account Management,Medium,False,True,2 Days,0.7
TICK_63,ORG_3,07/09/2024,"Agent: Good morning. Representative: We have recently updated our tax information, how do we officially file with you? Agent: Best way to do that is via the secure portal. Do you have access? Representative: I don't, can this be reset for me: Agent: I can help. Can I verify your user ID?",Account Management,Medium,True,True,30 minutes,0.5
TICK_64,ORG_3,29/09/2024,"Agent: Good day. Representative: Can payments over 1 million require two signatories? Agent: We can implement that. Let me verify your account. Representative: Sure, account details are...",Account Management,Medium,False,True,24 Hours,0.8
TICK_65,ORG_3,03/10/2024,Agent: How can I help? Representative: We require a letter confirming our banking relationship for the last six months. Agent: I can send this via mail or secure download? Representative: Secure download works. Agent: That will come through soon.,General Inquiry,Low,False,True,1 Hour,0.6
TICK_66,ORG_3,08/10/2024,"Agent: Corporate Account line. Representative: Can I generate transaction reports for specific periods via your API? Agent: yes, can you send an email requesting API support to our Tech team? Representative: What's the address? Agent: techsupport@bankemail.com",Technical Support,Medium,False,True,3 days,0.3
TICK_67,ORG_3,12/10/2024,"Agent: Good Morning. Representative: Morning. There is a transaction pending which shouldn't be authorized. Agent: Can I have your account number and transaction number? Representative: Certainly, it's 1234. Agent: I've put a hold on that transaction. We'll investigate.",Payment Processing Issue,High,False,True,3 hours,-0.6
TICK_68,ORG_3,03/11/2024,Agent:Thank you for calling. Representative: I cannot attach supporting documents for a large transaction? Agent: What is the file size? Representative: Greater than 5MB. Agent: Please utilise our file transfer service. The link can be found on your online account home page.,Technical Support,Medium,True,True,5 minutes,0.1
TICK_69,ORG_3,11/11/2024,Agent: Good Day. Representative: We need to understand charges on our latest statement. Agent: which transactions? Please give details. Representative: The ones marked international transfer.,General Inquiry,Low,False,True,20 minutes,0.4
TICK_70,ORG_3,15/11/2024,"Agent: Corporate support. Representative: We would like to query the requirements for opening a subsidiary banking account in Singapore. Agent: We have a dedicated team for international business setups, I'll forward you. Representative: Thank you.",General Inquiry,Medium,False,True,15 Mins,0.8
TICK_71,ORG_3,20/11/2024,"Agent: How can I direct your call? Representative: Our payment processing software vendor recommends switching our payments to SWIFT Transfers, Can you do that?Agent: Yes, we can implement that change once you fill the forms I'll send you. Representative: Great, thanks.",Payment Processing Issue,Medium,False,True,48 Hours,0.7
TICK_72,ORG_3,05/12/2024,"Agent: Support Line. Representative: I need access to archived statements for the last 7 years. Agent: We can facilitate this, though there may be a small charge for older documents. Representative: That's fine.",Account Management,Low,False,True,4 days,0.3
TICK_73,ORG_3,12/12/2024,"Agent: Thank you for calling. Representative: I'd Like to inquire about better interest rates on our deposit account. Agent: Can you explain your current and projected balances? Representative: Yes, the average balance is around $3,000,000. We anticipate this to possibly increase",General Inquiry,Medium,False,False,Not resolved,0.5
TICK_74,ORG_3,14/12/2024,"Agent: How may I help you today? Representative: Good morning, I'm calling from Global Trade Manufacturing, my name is Fred Smithers. I'd like to speak with someone regarding a letter of credit for a transaction with a new German supplier. Agent: I will pass you to the correct department, hold please.",General Inquiry,Medium,False,True,10 minutes,0.7
TICK_75,ORG_3,16/12/2024,"Agent: Good day, corporate support. Representative: Hi, I need to understand how your system integrates with SAP. Agent: We have documentation we can share. Can I have your email to forward this to you? Representative: Yes, my email is...",Technical Support,Medium,False,True,1 hour,0.6
TICK_76,ORG_4,12/08/2023,Good morning. I'm calling from Fresh Foods Market.  We have a question regarding the interest rate on our recent loan.  We were expecting a different rate per our term sheet. Can you please clarify?,Loan Application,Medium,False,True,24 hours,0.2
TICK_77,ORG_4,15/09/2023,"Hello, This is John from Fresh Foods Market. Our online banking portal is showing a pending transaction from yesterday that we don't recognize.  Could this be a security breach? It's a high amount.",Fraud Alert,High,False,True,4 hours,-0.6
TICK_78,ORG_4,22/09/2023,"Hi, we're experiencing a slower than usual processing time for credit card payments today. Customers are complaining. Affecting multiple stores. Can you investigate?",Payment Processing Issue,High,False,True,2 hours,-0.4
TICK_79,ORG_4,02/10/2023,I'm calling to follow up on a wire transfer we initiated last Friday.  It hasn't hit the recipient's account yet.  The reference number is WFT12345. It is for a vendor 'Produce Suppliers Inc.',Payment Processing Issue,Medium,False,True,8 hours,0.1
TICK_80,ORG_4,16/10/2023,"I'm trying to access the detailed breakdown of fees on our monthly statement, but the link online seems to be broken. Can you help me locate it or send it to me directly?",Technical Support,Low,False,True,1 hour,0.3
TICK_81,ORG_4,29/10/2023,We need to increase the daily transaction limit on our corporate credit card. We have a large inventory purchase coming up. Please advise on the procedure.,Account Management,Medium,False,True,24 hours,0.4
TICK_82,ORG_4,05/11/2023,"Our CFO, Sarah Miller, requires access to the online banking portal. Can you initiate the process for adding a new user with administrative privileges?",Account Management,Medium,False,True,2 days,0.3
TICK_83,ORG_4,12/11/2023,"Several of our customer credit card payments from POS systems were declined yesterday, even though the customers had sufficient funds. What is the cause of this?",Payment Processing Issue,High,True,True,6 hours,-0.5
TICK_84,ORG_4,19/11/2023,I am unable to download bank statements from last quarter. Getting error 404. Could you please email them if the issue isn't resolved in 4 hours?,Technical Support,Medium,False,True,3 hours,0.1
TICK_85,ORG_4,26/11/2023,We're exploring options for a new line of credit to fund expansion into a new area. Can we schedule a meeting with a loan officer to discuss our options?,Loan Application,Low,False,True,3 days,0.5
TICK_86,ORG_4,03/12/2023,The contact information listed for authorized signatories on our account is outdated. We need to update it to reflect recent personnel changes. Please mail the relevant forms.,Account Management,Medium,False,True,5 days,0.2
TICK_87,ORG_4,10/12/2023,I'm calling to dispute a charge on our corporate credit card statement.  Transaction ID: XYZ789. We believe it's a duplicate charge. We made a payment for inventory.,Account Management,Medium,False,True,7 days,-0.2
TICK_88,ORG_4,17/12/2023,"Can we get a report of all transactions above $10,000 for the past three months? Required for our quarterly audit.  Can this be automated monthly?",Account Management,Low,False,True,2 hours,0.4
TICK_89,ORG_4,24/12/2023,We're looking to understand the different investment options for our excess cash reserves.  We are looking for low-risk options with reasonable returns.,Investment Services,Low,False,True,3 days,0.6
TICK_90,ORG_4,31/12/2023,The mobile app is very slow when trying to approve large payments. It frequently crashes and needs to be restarted.  Can this be looked into?,Technical Support,Medium,True,False,Not resolved,-0.3
TICK_91,ORG_4,07/01/2024,"We made a deposit at the branch yesterday, but it's not reflecting in our online account balance. Can you check the status of deposit slip ID: D123?",Account Management,High,False,True,1 hour,0.2
TICK_92,ORG_4,14/01/2024,I'm calling to inquire about the status of our application for a business credit card. We submitted it two weeks ago.,Credit Card Application,Medium,False,True,24 hours,0.3
TICK_93,ORG_4,21/01/2024,We noticed some unusual login attempts on our online banking account. Please can you check the security logs and confirm if we need to reset the password?,Security Concern,High,False,True,3 hours,-0.5
TICK_94,ORG_4,28/01/2024,"One of our checks, number 4592, was stopped, however, it is showing up in the online account as cashed. How do we correct this?",Account Management,Medium,False,True,2 days,-0.2
TICK_95,ORG_4,04/02/2024,We need to order new checkbooks for our operating account. Can we request three boxes with expedited delivery?,Account Management,Low,False,True,1 day,0.3
TICK_96,ORG_4,11/02/2024,The interest payment posted to our account seems incorrect. It's higher than we calculated based on our outstanding loan balance.,Account Management,Medium,False,True,24 hours,-0.1
TICK_97,ORG_4,18/02/2024,"I'm trying to set up an ACH payment to a new vendor, but I'm getting an error message saying the routing number is invalid. Can you verify if the routing number is correct?",Payment Processing Issue,Medium,False,True,4 hours,0.1
TICK_98,ORG_4,25/02/2024,We would like to schedule training for some of our new accounting staff on using the online banking portal efficiently.,Technical Support,Low,False,True,3 days,0.4
TICK_99,ORG_4,03/03/2024,Our payroll direct deposit failed to process this morning. Employees haven't been paid. What caused this and when will funds be available?,Payment Processing Issue,Critical,False,True,6 hours,-0.8
TICK_100,ORG_4,10/03/2024,"We've experienced some delays affecting payments to international suppliers, specifically in Europe. Is there an issue with international wire transfers at the moment?",Payment Processing Issue,Medium,True,False,Not resolved,-0.3
TICK_101,ORG_4,17/03/2024,I am trying to view canceled check images. I keep bumping into an error. Could you please help.,Technical Support,Low,False,False,Not resolved,-0.1
TICK_102,ORG_4,17/03/2024,Our company's address has recently changed. We need to submit supporting documentation if necessary.,Account Management,Medium,False,True,4 days,0.4
TICK_103,ORG_4,24/03/2024,"We received an email claiming to be from the bank, asking for our account details. It looks suspicious. Forwarding to your security team.",Fraud Alert,High,False,True,2 hours,-0.7
TICK_104,ORG_4,31/03/2024,We are considering switching to a different payroll system. Does the bank offer integration services with [Payroll System Name]?,General Inquiry,Low,False,True,2 days,0.3
TICK_105,ORG_4,07/04/2024,I'm having trouble reconciling our bank statement with our internal records. There's a discrepancy in the total amount of deposits. Can we get support?,Account Management,Medium,False,True,24 hours,0.2
TICK_106,ORG_4,14/04/2024,I'm experiencing access login failures into the banking portal. Is the site currently down for maintenance activity?,Technical Support,Medium,False,True,30 mins,0.0
TICK_107,ORG_4,21/04/2024,I missed a call from your fraud department earlier today. Is there any action from my end?,Security Concern,High,False,True,1 hour,0.1
TICK_108,ORG_4,28/04/2024,Where can I find your bank's current foreign exchange rates for USD to EUR?,General Inquiry,Low,False,True,1 hour,0.4
TICK_109,ORG_4,06/05/2024,I need assistance with the bulk payment upload feature. Facing issues with the file formatting. The error says header is incorrect.,Technical Support,Medium,False,True,3 hours,0.2
TICK_110,ORG_4,12/05/2024,We're having difficulty enabling Positive Pay services for our account.,Technical Support,Medium,False,True,4 hours,0.1
TICK_111,ORG_4,19/05/2024,We're exploring options for better fraud prevention tools.,Fraud Alert,Low,False,True,1 day,0.5
TICK_112,ORG_4,26/05/2024,Our records indicate that check number 5234 cleared twice. Is there an error?,Account Management,Medium,False,True,24 hours,-0.3
TICK_113,ORG_4,02/06/2024,We need to update our primary business address with the bank. The website is directing me to an outdated form.,Account Management,Medium,False,True,1 day,0.3
TICK_114,ORG_4,09/06/2024,I've changed my business email ID. I want the bank alerts to reflect my new address.,Account Management,Low,False,True,10 mins,0.2
TICK_115,ORG_4,16/06/2024,My corporate card pin has expired. Is there a way to reset it online?, Technical Support,Medium,False,True,1 hour,0.1
TICK_116,ORG_4,23/06/2024,Can I request a stop payment of a check I'm unable to locate?,Account Management,Medium,False,True,2 days,0.2
TICK_117,ORG_4,30/06/2024,What online service does the bank provide to assist us with ACH returns?,General Inquiry,Low,False,True,1 day,0.6
TICK_118,ORG_4,07/07/2024,"In the event of an unauthorized ACH transaction, how long do we have to report the error?",Security Concern,Medium,False,True,1 day,0.1
TICK_119,ORG_4,14/07/2024,How will I be notified in the event of a security breach?,Security Concern,High,False,True,1 hour,0.2
TICK_120,ORG_4,21/07/2024,We need to verify the bank routing number to provide for employee direct deposits.,General Inquiry,Low,False,True,30 minutes,0.4
TICK_121,ORG_4,28/07/2024,"We're facing login problems with our accounts, need a quick fix.",Technical Support,Medium,True,True,15 min,-0.2
TICK_122,ORG_4,04/08/2024,Are there specific file size limits for payment files for batch processing?,Technical Support,Low,False,True, 2 hours,0.3
TICK_123,ORG_4,11/08/2024,How to add a new authorized user to our online banking access?,Account Management,Medium,False,True,2 days,0.1
TICK_124,ORG_4,19/08/2024,Can we add a merchant account without a physical point of sale? ,Account Management,Medium,False,True,2 days,0.3
TICK_125,ORG_4,25/08/2024,Can the bank provide custom reports for large daily transactions?,Account Management,Low,False,True,1 day,0.5
TICK_126,ORG_4,01/09/2024,What is the cutoff time for submitting domestic wire transfer requests?,General Inquiry,Low,False,True,1 hour,0.4
TICK_127,ORG_4,08/09/2024,Need options for locking some of our accounts due to a previous fraud incident.,Security Concern,High,True,False,Not resolved,-0.7
TICK_128,ORG_4,18/09/2024,Can we integrate our accounting software with the bank system?,Technical Support,Low,True,False,Not resolved,0.2
TICK_129,ORG_4,22/09/2024,Need immediate assistance with a possible forged check with the bank.,Fraud Alert,Critical,False,True,3 hours,-0.4
TICK_130,ORG_4,29/09/2024,What merchant services are available for a retail business like Fresh Foods?,General Inquiry,Low,False,True,2 days,0.7
TICK_131,ORG_4,06/10/2024,What is a normal time expected to set up a loan repayment schedule.,Loan Management,Medium,False,True,4 days,0.4
TICK_132,ORG_4,14/10/2024,Could you explain the different levels of user permissions available within online,General Inquiry,Low,False,True,1 day,0.5
TICK_133,ORG_4,19/10/2024,Facing server time-out error. Could you escalate and resolve this ASAP?,Technical Support,High,True,False,Not resolved,-0.6
